,path,res_num,dir_name,tmscore,gdtts
"('casp10/T0644', 102481)",casp10/T0644/chunk-TASSER_TS3.npz,141,casp10/T0644,0.8315,0.7642
"('casp10/T0644', 115754)",casp10/T0644/Jiang_Fold_TS4.npz,141,casp10/T0644,0.2362,0.1968
"('casp10/T0644', 101418)",casp10/T0644/MULTICOM-NOVEL_TS3.npz,141,casp10/T0644,0.7891,0.7234
"('casp10/T0644', 21779)",casp10/T0644/TASSER-VMT_TS5.npz,141,casp10/T0644,0.8096,0.7411
"('casp10/T0644', 49224)",casp10/T0644/chuo-repack-server_TS1.npz,141,casp10/T0644,0.8092,0.7465
"('casp10/T0644', 61800)",casp10/T0644/3D-JIGSAW_V5-0_TS2.npz,129,casp10/T0644,0.8107,0.7571
"('casp10/T0644', 33362)",casp10/T0644/SAM-T08-server_TS3.npz,132,casp10/T0644,0.8191,0.7784
"('casp10/T0644', 102908)",casp10/T0644/Pcons-net_TS1.npz,141,casp10/T0644,0.7629,0.7057
"('casp10/T0644', 101863)",casp10/T0644/chunk-TASSER_TS2.npz,141,casp10/T0644,0.83,0.7659999999999999
"('casp10/T0644', 49106)",casp10/T0644/RBO-i-MBS-BB_TS1.npz,141,casp10/T0644,0.29600000000000004,0.2447
"('casp10/T0644', 21091)",casp10/T0644/Seok-server_TS1.npz,141,casp10/T0644,0.8694,0.8245
"('casp10/T0644', 76797)",casp10/T0644/panther_TS2.npz,141,casp10/T0644,0.3348,0.2766
"('casp10/T0644', 40352)",casp10/T0644/Pcons-net_TS2.npz,141,casp10/T0644,0.7586,0.6897
"('casp10/T0644', 99698)",casp10/T0644/RBO-MBS-BB_TS5.npz,141,casp10/T0644,0.2947,0.2376
"('casp10/T0644', 42112)",casp10/T0644/3D-JIGSAW_V5-0_TS3.npz,129,casp10/T0644,0.8111,0.7535
"('casp10/T0644', 35670)",casp10/T0644/IntFOLD2_TS1.npz,141,casp10/T0644,0.7567,0.6933
"('casp10/T0644', 105602)",casp10/T0644/GSmetaserver_TS5.npz,130,casp10/T0644,0.3489,0.3156
"('casp10/T0644', 89953)",casp10/T0644/IntFOLD_TS4.npz,141,casp10/T0644,0.3689,0.3369
"('casp10/T0644', 62209)",casp10/T0644/Jiang_Threader_TS3.npz,141,casp10/T0644,0.1848,0.1436
"('casp10/T0644', 48833)",casp10/T0644/MULTICOM-REFINE_TS3.npz,141,casp10/T0644,0.4187,0.3901
"('casp10/T0649', 78555)",casp10/T0649/MULTICOM-CLUSTER_TS3.npz,184,casp10/T0649,0.2006,0.1359
"('casp10/T0649', 53107)",casp10/T0649/MULTICOM-CONSTRUCT_TS4.npz,184,casp10/T0649,0.2256,0.14400000000000002
"('casp10/T0649', 95261)",casp10/T0649/Zhang-Server_TS2.npz,184,casp10/T0649,0.3783,0.3071
"('casp10/T0649', 53943)",casp10/T0649/HHpred-thread_TS1.npz,184,casp10/T0649,0.4587,0.3628
"('casp10/T0649', 82053)",casp10/T0649/PMS_TS3.npz,184,casp10/T0649,0.2264,0.1753
"('casp10/T0649', 48464)",casp10/T0649/chunk-TASSER_TS3.npz,184,casp10/T0649,0.2871,0.1848
"('casp10/T0649', 62257)",casp10/T0649/TASSER-VMT_TS4.npz,184,casp10/T0649,0.2361,0.1671
"('casp10/T0649', 66365)",casp10/T0649/Distill_roll_TS5.npz,183,casp10/T0649,0.1997,0.1549
"('casp10/T0649', 29825)",casp10/T0649/Jiang_Fold_TS5.npz,184,casp10/T0649,0.3606,0.2717
"('casp10/T0649', 5603)",casp10/T0649/PconsM_TS3.npz,184,casp10/T0649,0.3923,0.3152
"('casp10/T0649', 73889)",casp10/T0649/RBO-i-MBS_TS3.npz,184,casp10/T0649,0.2373,0.1685
"('casp10/T0649', 24473)",casp10/T0649/SAM-T06-server_TS4.npz,107,casp10/T0649,0.1612,0.1495
"('casp10/T0649', 33542)",casp10/T0649/MATRIX_TS1.npz,184,casp10/T0649,0.3074,0.2323
"('casp10/T0649', 40091)",casp10/T0649/ZHOU-SPARKS-X_TS3.npz,184,casp10/T0649,0.1969,0.1332
"('casp10/T0649', 30203)",casp10/T0649/RaptorX-Roll_TS4.npz,184,casp10/T0649,0.2267,0.1712
"('casp10/T0649', 88141)",casp10/T0649/MULTICOM-NOVEL_TS1.npz,184,casp10/T0649,0.3133,0.2391
"('casp10/T0649', 78584)",casp10/T0649/Distill_roll_TS4.npz,183,casp10/T0649,0.2344,0.1766
"('casp10/T0649', 38722)",casp10/T0649/BhageerathH_TS2.npz,184,casp10/T0649,0.1703,0.1114
"('casp10/T0649', 14875)",casp10/T0649/AOBA-server_TS4.npz,184,casp10/T0649,0.1596,0.1087
"('casp10/T0649', 16286)",casp10/T0649/RBO-MBS_TS5.npz,184,casp10/T0649,0.2153,0.1535
"('casp10/T0649', 82684)",casp10/T0649/BhageerathH_TS4.npz,184,casp10/T0649,0.1688,0.0992
"('casp10/T0649', 60675)",casp10/T0649/Distill_TS2.npz,183,casp10/T0649,0.1872,0.1359
"('casp10/T0649', 46425)",casp10/T0649/chuo-fams-server_TS2.npz,184,casp10/T0649,0.2179,0.1495
"('casp10/T0649', 51803)",casp10/T0649/chuo-fams-server_TS5.npz,184,casp10/T0649,0.2236,0.1495
"('casp10/T0649', 24314)",casp10/T0649/SAM-T08-server_TS4.npz,91,casp10/T0649,0.1189,0.0883
"('casp10/T0649', 101224)",casp10/T0649/IntFOLD2_TS5.npz,160,casp10/T0649,0.1698,0.1209
"('casp10/T0649', 73902)",casp10/T0649/MUFOLD-Server_TS4.npz,184,casp10/T0649,0.1909,0.1318
"('casp10/T0649', 99189)",casp10/T0649/AOBA-server_TS2.npz,184,casp10/T0649,0.1496,0.1182
"('casp10/T0649', 114442)",casp10/T0649/Pcons-net_TS4.npz,184,casp10/T0649,0.3712,0.3003
"('casp10/T0649', 178)",casp10/T0649/MUFOLD-Server_TS3.npz,184,casp10/T0649,0.1916,0.1236
"('casp10/T0649', 62132)",casp10/T0649/Atome2_CBS_TS1.npz,108,casp10/T0649,0.3406,0.2649
"('casp10/T0649', 104318)",casp10/T0649/SAM-T06-server_TS2.npz,139,casp10/T0649,0.2633,0.2269
"('casp10/T0649', 66219)",casp10/T0649/chunk-TASSER_TS5.npz,184,casp10/T0649,0.2529,0.1834
"('casp10/T0649', 75106)",casp10/T0649/RBO-i-MBS-BB_TS3.npz,184,casp10/T0649,0.2378,0.1766
"('casp10/T0649', 31424)",casp10/T0649/Bilab-ENABLE_TS1.npz,184,casp10/T0649,0.2156,0.1386
"('casp10/T0649', 38037)",casp10/T0649/QUARK_TS3.npz,184,casp10/T0649,0.371,0.2948
"('casp10/T0649', 75905)",casp10/T0649/chuo-repack-server_TS4.npz,184,casp10/T0649,0.1704,0.1332
"('casp10/T0649', 86369)",casp10/T0649/PconsM_TS4.npz,184,casp10/T0649,0.3712,0.3003
"('casp10/T0649', 27587)",casp10/T0649/RBO-MBS-BB_TS3.npz,184,casp10/T0649,0.2378,0.1766
"('casp10/T0649', 9156)",casp10/T0649/PMS_TS2.npz,184,casp10/T0649,0.3659,0.2799
"('casp10/T0649', 40954)",casp10/T0649/RaptorX-ZY_TS2.npz,184,casp10/T0649,0.4384,0.3478
"('casp10/T0649', 26545)",casp10/T0649/Jiang_Threader_TS3.npz,184,casp10/T0649,0.1627,0.1141
"('casp10/T0649', 23972)",casp10/T0649/MULTICOM-REFINE_TS5.npz,184,casp10/T0649,0.3238,0.2215
"('casp10/T0649', 4851)",casp10/T0649/3D-JIGSAW_V5-0_TS3.npz,112,casp10/T0649,0.183,0.1535
"('casp10/T0649', 9120)",casp10/T0649/SAM-T08-server_TS5.npz,115,casp10/T0649,0.2094,0.1712
"('casp10/T0649', 15524)",casp10/T0649/FRESS_server_TS4.npz,184,casp10/T0649,0.2588,0.1617
"('casp10/T0649', 56870)",casp10/T0649/Bilab-ENABLE_TS3.npz,184,casp10/T0649,0.1793,0.1168
"('casp10/T0649', 77773)",casp10/T0649/chunk-TASSER_TS4.npz,184,casp10/T0649,0.2673,0.1739
"('casp10/T0649', 78527)",casp10/T0649/SAM-T06-server_TS5.npz,124,casp10/T0649,0.1487,0.1168
"('casp10/T0649', 17271)",casp10/T0649/PconsD_TS2.npz,184,casp10/T0649,0.1846,0.1345
"('casp10/T0649', 69272)",casp10/T0649/GSmetaserver_TS3.npz,184,casp10/T0649,0.2014,0.1576
"('casp10/T0649', 102101)",casp10/T0649/TASSER-VMT_TS3.npz,184,casp10/T0649,0.2671,0.1834
"('casp10/T0649', 6766)",casp10/T0649/PconsD_TS4.npz,184,casp10/T0649,0.1972,0.1332
"('casp10/T0649', 17449)",casp10/T0649/MATRIX_TS2.npz,184,casp10/T0649,0.33799999999999997,0.2554
"('casp10/T0649', 68647)",casp10/T0649/QUARK_TS1.npz,184,casp10/T0649,0.3832,0.3125
"('casp10/T0649', 1502)",casp10/T0649/TASSER-VMT_TS2.npz,184,casp10/T0649,0.2613,0.1766
"('casp10/T0649', 74553)",casp10/T0649/ZHOU-SPARKS-X_TS5.npz,184,casp10/T0649,0.2172,0.159
"('casp10/T0649', 34639)",casp10/T0649/STRINGS_TS5.npz,184,casp10/T0649,0.272,0.1916
"('casp10/T0649', 64791)",casp10/T0649/Distill_roll_TS2.npz,183,casp10/T0649,0.2235,0.1739
"('casp10/T0649', 96794)",casp10/T0649/BAKER-ROSETTASERVER_TS4.npz,184,casp10/T0649,0.1553,0.1236
"('casp10/T0650', 92696)",casp10/T0650/Jiang_Threader_TS2.npz,339,casp10/T0650,0.5883,0.4078
"('casp10/T0650', 39222)",casp10/T0650/Seok-server_TS4.npz,339,casp10/T0650,0.9591,0.8791
"('casp10/T0650', 13290)",casp10/T0650/QUARK_TS1.npz,339,casp10/T0650,0.9596,0.868
"('casp10/T0650', 96168)",casp10/T0650/3D-JIGSAW_V5-0_TS3.npz,338,casp10/T0650,0.9498,0.8473
"('casp10/T0650', 22837)",casp10/T0650/RBO-MBS-BB_TS4.npz,339,casp10/T0650,0.2831,0.2227
"('casp10/T0650', 23161)",casp10/T0650/PMS_TS1.npz,339,casp10/T0650,0.9571,0.8636
"('casp10/T0650', 41974)",casp10/T0650/TASSER-VMT_TS4.npz,339,casp10/T0650,0.8649,0.7286
"('casp10/T0650', 61550)",casp10/T0650/MUFold_CRF_TS2.npz,276,casp10/T0650,0.5327,0.4322
"('casp10/T0650', 68687)",casp10/T0650/BAKER-ROSETTASERVER_TS1.npz,339,casp10/T0650,0.9742,0.9314
"('casp10/T0650', 68627)",casp10/T0650/RBO-i-MBS-BB_TS4.npz,339,casp10/T0650,0.2831,0.2227
"('casp10/T0650', 50522)",casp10/T0650/FALCON-TOPO_TS1.npz,339,casp10/T0650,0.9626,0.8835
"('casp10/T0650', 60253)",casp10/T0650/MULTICOM-REFINE_TS5.npz,339,casp10/T0650,0.9561,0.868
"('casp10/T0650', 27533)",casp10/T0650/MULTICOM-REFINE_TS3.npz,339,casp10/T0650,0.9655,0.8931
"('casp10/T0650', 30016)",casp10/T0650/PconsD_TS1.npz,339,casp10/T0650,0.9612,0.8864
"('casp10/T0650', 31398)",casp10/T0650/chuo-repack-server_TS5.npz,339,casp10/T0650,0.9428,0.823
"('casp10/T0650', 111593)",casp10/T0650/IntFOLD2_TS4.npz,339,casp10/T0650,0.8755,0.7817
"('casp10/T0650', 94504)",casp10/T0650/RBO-i-MBS-BB_TS5.npz,339,casp10/T0650,0.2812,0.2249
"('casp10/T0650', 43597)",casp10/T0650/FALCON-TOPO-X_TS4.npz,302,casp10/T0650,0.7515,0.5605
"('casp10/T0650', 1419)",casp10/T0650/TASSER-VMT_TS1.npz,339,casp10/T0650,0.8649,0.7286
"('casp10/T0650', 114742)",casp10/T0650/MULTICOM-CONSTRUCT_TS4.npz,339,casp10/T0650,0.9334,0.8407
"('casp10/T0650', 77729)",casp10/T0650/MULTICOM-CONSTRUCT_TS1.npz,339,casp10/T0650,0.9644,0.8894
"('casp10/T0650', 47794)",casp10/T0650/Atome2_CBS_TS4.npz,333,casp10/T0650,0.6735,0.59
"('casp10/T0650', 31178)",casp10/T0650/SAM-T06-server_TS3.npz,331,casp10/T0650,0.4407,0.3363
"('casp10/T0650', 72908)",casp10/T0650/FALCON-TOPO-X_TS3.npz,284,casp10/T0650,0.6354,0.4617
"('casp10/T0650', 42258)",casp10/T0650/PconsD_TS5.npz,339,casp10/T0650,0.9607,0.8835
"('casp10/T0650', 68490)",casp10/T0650/MUFold_CRF_TS3.npz,284,casp10/T0650,0.6126,0.5435
"('casp10/T0650', 48819)",casp10/T0650/Zhang-Server_TS3.npz,339,casp10/T0650,0.7441,0.5605
"('casp10/T0650', 71838)",casp10/T0650/TASSER-VMT_TS5.npz,339,casp10/T0650,0.8649,0.7286
"('casp10/T0650', 51286)",casp10/T0650/PconsM_TS2.npz,339,casp10/T0650,0.9629,0.8916
"('casp10/T0650', 3667)",casp10/T0650/chuo-fams-server_TS3.npz,339,casp10/T0650,0.9423,0.826
"('casp10/T0650', 44418)",casp10/T0650/SAM-T06-server_TS1.npz,339,casp10/T0650,0.8958,0.764
"('casp10/T0650', 50003)",casp10/T0650/chunk-TASSER_TS1.npz,339,casp10/T0650,0.9746,0.9329
"('casp10/T0650', 20928)",casp10/T0650/chuo-repack-server_TS1.npz,339,casp10/T0650,0.9601,0.8732
"('casp10/T0650', 19430)",casp10/T0650/YASARA_TS5.npz,339,casp10/T0650,0.9674,0.9019
"('casp10/T0650', 91574)",casp10/T0650/chuo-repack-server_TS3.npz,339,casp10/T0650,0.9423,0.826
"('casp10/T0650', 44952)",casp10/T0650/MUFOLD-Server_TS1.npz,339,casp10/T0650,0.9441,0.8437
"('casp10/T0650', 43063)",casp10/T0650/STRINGS_TS1.npz,339,casp10/T0650,0.9005,0.7375
"('casp10/T0650', 86190)",casp10/T0650/Seok-server_TS5.npz,339,casp10/T0650,0.9611,0.8842
"('casp10/T0650', 59212)",casp10/T0650/MUFOLD-Server_TS2.npz,339,casp10/T0650,0.9388,0.8319
"('casp10/T0650', 109820)",casp10/T0650/STRINGS_TS5.npz,339,casp10/T0650,0.8702,0.7102
"('casp10/T0650', 57982)",casp10/T0650/RBO-MBS-BB_TS2.npz,339,casp10/T0650,0.2793,0.21899999999999997
"('casp10/T0650', 97571)",casp10/T0650/HOMER_TS1.npz,316,casp10/T0650,0.8561,0.7633
"('casp10/T0650', 101221)",casp10/T0650/QUARK_TS5.npz,339,casp10/T0650,0.7442,0.5575
"('casp10/T0650', 31870)",casp10/T0650/PconsM_TS4.npz,339,casp10/T0650,0.9602,0.8761
"('casp10/T0650', 93362)",casp10/T0650/SAM-T06-server_TS5.npz,328,casp10/T0650,0.4153,0.2883
"('casp10/T0650', 3365)",casp10/T0650/UGACSBL_TS1.npz,339,casp10/T0650,0.8652,0.7529
"('casp10/T0650', 62846)",casp10/T0650/MUFOLD-Server_TS3.npz,339,casp10/T0650,0.9631,0.8805
"('casp10/T0650', 99471)",casp10/T0650/Jiang_Fold_TS1.npz,339,casp10/T0650,0.8655,0.7382
"('casp10/T0650', 62639)",casp10/T0650/Distill_roll_TS5.npz,339,casp10/T0650,0.9578,0.885
"('casp10/T0650', 100623)",casp10/T0650/MULTICOM-NOVEL_TS2.npz,339,casp10/T0650,0.9616,0.882
"('casp10/T0650', 101810)",casp10/T0650/MATRIX_TS5.npz,339,casp10/T0650,0.9629,0.885
"('casp10/T0650', 17842)",casp10/T0650/YASARA_TS4.npz,339,casp10/T0650,0.9677,0.8931
"('casp10/T0650', 10774)",casp10/T0650/RBO-MBS_TS5.npz,339,casp10/T0650,0.2767,0.1667
"('casp10/T0650', 92198)",casp10/T0650/AOBA-server_TS2.npz,339,casp10/T0650,0.6535,0.4794
"('casp10/T0650', 88302)",casp10/T0650/Bilab-ENABLE_TS5.npz,339,casp10/T0650,0.6644,0.4934
"('casp10/T0650', 65616)",casp10/T0650/Distill_TS5.npz,339,casp10/T0650,0.78,0.5745
"('casp10/T0650', 23373)",casp10/T0650/ZHOU-SPARKS-X_TS5.npz,339,casp10/T0650,0.5677,0.469
"('casp10/T0650', 38789)",casp10/T0650/STRINGS_TS3.npz,339,casp10/T0650,0.8455,0.674
"('casp10/T0650', 93483)",casp10/T0650/FALCON-TOPO-X_TS5.npz,301,casp10/T0650,0.7659,0.5715
"('casp10/T0650', 62253)",casp10/T0650/3D-JIGSAW_V5-0_TS4.npz,339,casp10/T0650,0.8455,0.7072
"('casp10/T0652', 41857)",casp10/T0652/GSmetaserver_TS4.npz,135,casp10/T0652,0.5399,0.5097
"('casp10/T0652', 64274)",casp10/T0652/Distill_roll_TS4.npz,231,casp10/T0652,0.5816,0.5206
"('casp10/T0652', 63544)",casp10/T0652/MULTICOM-CLUSTER_TS3.npz,231,casp10/T0652,0.6062,0.5411
"('casp10/T0652', 29826)",casp10/T0652/RBO-i-MBS-BB_TS2.npz,231,casp10/T0652,0.2644,0.1829
"('casp10/T0652', 104121)",casp10/T0652/Bilab-ENABLE_TS3.npz,231,casp10/T0652,0.4534,0.3333
"('casp10/T0652', 12717)",casp10/T0652/SAM-T08-server_TS1.npz,231,casp10/T0652,0.5788,0.5032
"('casp10/T0652', 3050)",casp10/T0652/FALCON-TOPO-X_TS5.npz,134,casp10/T0652,0.5416,0.5152
"('casp10/T0652', 97804)",casp10/T0652/FFAS03c_TS1.npz,230,casp10/T0652,0.5635,0.4838
"('casp10/T0652', 86461)",casp10/T0652/Distill_TS1.npz,231,casp10/T0652,0.5715,0.5238
"('casp10/T0652', 64781)",casp10/T0652/IntFOLD2_TS4.npz,231,casp10/T0652,0.5611,0.5271
"('casp10/T0652', 42200)",casp10/T0652/FALCON-TOPO-X_TS1.npz,231,casp10/T0652,0.5514,0.48700000000000004
"('casp10/T0652', 63689)",casp10/T0652/Pcons-net_TS3.npz,231,casp10/T0652,0.5225,0.4383
"('casp10/T0652', 55589)",casp10/T0652/FRESS_server_TS5.npz,231,casp10/T0652,0.5574,0.4881
"('casp10/T0652', 53649)",casp10/T0652/Jiang_Fold_TS5.npz,231,casp10/T0652,0.1697,0.1017
"('casp10/T0652', 112092)",casp10/T0652/STRINGS_TS5.npz,231,casp10/T0652,0.5596,0.4643
"('casp10/T0652', 50850)",casp10/T0652/FALCON-TOPO_TS5.npz,134,casp10/T0652,0.5416,0.5152
"('casp10/T0652', 92452)",casp10/T0652/RBO-MBS-BB_TS3.npz,231,casp10/T0652,0.261,0.1764
"('casp10/T0652', 84409)",casp10/T0652/MUFOLD-Server_TS2.npz,225,casp10/T0652,0.5631,0.5152
"('casp10/T0652', 84964)",casp10/T0652/RaptorX-ZY_TS1.npz,231,casp10/T0652,0.5760000000000001,0.5346
"('casp10/T0652', 7851)",casp10/T0652/GSmetaserver_TS2.npz,121,casp10/T0652,0.5118,0.5
"('casp10/T0652', 13352)",casp10/T0652/SAM-T08-server_TS4.npz,144,casp10/T0652,0.5173,0.447
"('casp10/T0652', 31459)",casp10/T0652/NewSerf_TS1.npz,231,casp10/T0652,0.5428,0.5
"('casp10/T0652', 93564)",casp10/T0652/panther_TS3.npz,231,casp10/T0652,0.5113,0.4794
"('casp10/T0652', 20512)",casp10/T0652/ZHOU-SPARKS-X_TS1.npz,231,casp10/T0652,0.532,0.4567
"('casp10/T0652', 106973)",casp10/T0652/Jiang_Threader_TS1.npz,231,casp10/T0652,0.5312,0.5022
"('casp10/T0652', 23295)",casp10/T0652/Jiang_Threader_TS5.npz,231,casp10/T0652,0.5254,0.5108
"('casp10/T0652', 51322)",casp10/T0652/ZHOU-SPARKS-X_TS5.npz,231,casp10/T0652,0.4773,0.4058
"('casp10/T0652', 33424)",casp10/T0652/Pcons-net_TS2.npz,231,casp10/T0652,0.4999,0.4643
"('casp10/T0652', 88538)",casp10/T0652/IntFOLD_TS5.npz,231,casp10/T0652,0.5006,0.4351
"('casp10/T0652', 40588)",casp10/T0652/Jiang_Fold_TS2.npz,231,casp10/T0652,0.431,0.3247
"('casp10/T0652', 888)",casp10/T0652/Jiang_Server_TS2.npz,231,casp10/T0652,0.4241,0.3561
"('casp10/T0652', 27392)",casp10/T0652/slbio_TS5.npz,231,casp10/T0652,0.3363,0.289
"('casp10/T0652', 98548)",casp10/T0652/YASARA_TS3.npz,171,casp10/T0652,0.5501,0.526
"('casp10/T0652', 63104)",casp10/T0652/SAM-T06-server_TS1.npz,231,casp10/T0652,0.5874,0.5076
"('casp10/T0652', 104890)",casp10/T0652/IntFOLD_TS3.npz,231,casp10/T0652,0.4953,0.4361
"('casp10/T0652', 25497)",casp10/T0652/HHpredAQ_TS1.npz,231,casp10/T0652,0.5760000000000001,0.5444
"('casp10/T0652', 85410)",casp10/T0652/RBO-MBS_TS1.npz,231,casp10/T0652,0.2532,0.1797
"('casp10/T0652', 88777)",casp10/T0652/FALCON-TOPO-X_TS3.npz,145,casp10/T0652,0.5754,0.5498
"('casp10/T0652', 31797)",casp10/T0652/MULTICOM-CLUSTER_TS2.npz,231,casp10/T0652,0.4547,0.369
"('casp10/T0652', 4906)",casp10/T0652/RBO-MBS_TS2.npz,231,casp10/T0652,0.2486,0.1851
"('casp10/T0652', 73508)",casp10/T0652/STRINGS_TS4.npz,231,casp10/T0652,0.5597,0.4686
"('casp10/T0652', 51421)",casp10/T0652/SAM-T06-server_TS4.npz,117,casp10/T0652,0.4669,0.4264
"('casp10/T0652', 46620)",casp10/T0652/PconsM_TS3.npz,231,casp10/T0652,0.5816,0.5227
"('casp10/T0652', 75864)",casp10/T0652/RBO-i-MBS_TS5.npz,231,casp10/T0652,0.2489,0.1764
"('casp10/T0652', 103653)",casp10/T0652/YASARA_TS5.npz,169,casp10/T0652,0.5455,0.5043
"('casp10/T0652', 28940)",casp10/T0652/Atome2_CBS_TS3.npz,84,casp10/T0652,0.3478,0.3366
"('casp10/T0652', 43106)",casp10/T0652/Distill_TS2.npz,231,casp10/T0652,0.5599,0.5184
"('casp10/T0652', 22221)",casp10/T0652/Seok-server_TS2.npz,231,casp10/T0652,0.4955,0.4318
"('casp10/T0652', 9529)",casp10/T0652/Mufold-MD_TS3.npz,225,casp10/T0652,0.3875,0.3593
"('casp10/T0652', 28064)",casp10/T0652/Distill_roll_TS3.npz,231,casp10/T0652,0.5794,0.5271
"('casp10/T0652', 114893)",casp10/T0652/PconsM_TS4.npz,231,casp10/T0652,0.5046,0.4459
"('casp10/T0652', 83272)",casp10/T0652/STRINGS_TS2.npz,231,casp10/T0652,0.5718,0.4513
"('casp10/T0652', 93832)",casp10/T0652/slbio_TS2.npz,231,casp10/T0652,0.5778,0.5444
"('casp10/T0652', 23066)",casp10/T0652/MATRIX_TS3.npz,231,casp10/T0652,0.5784,0.5335
"('casp10/T0652', 61696)",casp10/T0652/YASARA_TS1.npz,231,casp10/T0652,0.5716,0.5216
"('casp10/T0652', 39127)",casp10/T0652/Distill_roll_TS2.npz,231,casp10/T0652,0.5799,0.5206
"('casp10/T0652', 32200)",casp10/T0652/SAM-T06-server_TS3.npz,123,casp10/T0652,0.4733,0.4091
"('casp10/T0652', 71933)",casp10/T0652/STRINGS_TS1.npz,231,casp10/T0652,0.5591,0.4675
"('casp10/T0652', 22271)",casp10/T0652/FALCON-TOPO_TS4.npz,144,casp10/T0652,0.4789,0.4123
"('casp10/T0652', 51221)",casp10/T0652/FALCON-TOPO-X_TS2.npz,231,casp10/T0652,0.5438,0.4946
"('casp10/T0653', 99940)",casp10/T0653/IntFOLD2_TS5.npz,383,casp10/T0653,0.37,0.2272
"('casp10/T0653', 65284)",casp10/T0653/SAM-T08-server_TS3.npz,298,casp10/T0653,0.306,0.233
"('casp10/T0653', 12101)",casp10/T0653/Bilab-ENABLE_TS5.npz,383,casp10/T0653,0.2869,0.1952
"('casp10/T0653', 53954)",casp10/T0653/Distill_TS3.npz,382,casp10/T0653,0.3569,0.2154
"('casp10/T0653', 86100)",casp10/T0653/Distill_roll_TS2.npz,382,casp10/T0653,0.3473,0.2089
"('casp10/T0653', 9127)",casp10/T0653/chuo-fams-server_TS2.npz,383,casp10/T0653,0.34299999999999997,0.2134
"('casp10/T0653', 101040)",casp10/T0653/Jiang_Fold_TS5.npz,383,casp10/T0653,0.3269,0.1847
"('casp10/T0653', 59040)",casp10/T0653/RBO-MBS_TS3.npz,383,casp10/T0653,0.1685,0.0679
"('casp10/T0653', 47359)",casp10/T0653/RBO-MBS-BB_TS2.npz,383,casp10/T0653,0.2015,0.0809
"('casp10/T0653', 64139)",casp10/T0653/RBO-MBS-BB_TS4.npz,383,casp10/T0653,0.258,0.124
"('casp10/T0653', 95608)",casp10/T0653/chuo-repack-server_TS2.npz,383,casp10/T0653,0.34299999999999997,0.2134
"('casp10/T0653', 53744)",casp10/T0653/IntFOLD_TS1.npz,383,casp10/T0653,0.3407,0.2063
"('casp10/T0653', 29795)",casp10/T0653/TASSER-VMT_TS3.npz,383,casp10/T0653,0.3572,0.2324
"('casp10/T0653', 84399)",casp10/T0653/BAKER-ROSETTASERVER_TS1.npz,383,casp10/T0653,0.3686,0.2304
"('casp10/T0653', 95775)",casp10/T0653/FALCON-TOPO-X_TS4.npz,261,casp10/T0653,0.2767,0.1789
"('casp10/T0653', 89150)",casp10/T0653/RBO-i-MBS_TS2.npz,383,casp10/T0653,0.1659,0.0666
"('casp10/T0653', 83674)",casp10/T0653/Distill_TS2.npz,382,casp10/T0653,0.3529,0.2095
"('casp10/T0653', 59042)",casp10/T0653/Jiang_Fold_TS1.npz,383,casp10/T0653,0.3026,0.2206
"('casp10/T0653', 22992)",casp10/T0653/SAM-T06-server_TS1.npz,383,casp10/T0653,0.3741,0.2343
"('casp10/T0653', 84936)",casp10/T0653/RBO-MBS-BB_TS1.npz,383,casp10/T0653,0.204,0.0836
"('casp10/T0653', 30674)",casp10/T0653/GSmetaserver_TS3.npz,354,casp10/T0653,0.3246,0.1945
"('casp10/T0653', 66695)",casp10/T0653/MUFOLD-Server_TS4.npz,383,casp10/T0653,0.3517,0.2069
"('casp10/T0653', 26590)",casp10/T0653/Seok-server_TS3.npz,383,casp10/T0653,0.3119,0.2161
"('casp10/T0653', 78949)",casp10/T0653/3D-JIGSAW_V5-0_TS1.npz,350,casp10/T0653,0.3591,0.2141
"('casp10/T0653', 24046)",casp10/T0653/PconsM_TS2.npz,383,casp10/T0653,0.3503,0.2134
"('casp10/T0653', 73009)",casp10/T0653/MULTICOM-CONSTRUCT_TS1.npz,383,casp10/T0653,0.3429,0.2121
"('casp10/T0653', 74481)",casp10/T0653/RaptorX-Roll_TS2.npz,49,casp10/T0653,0.0596,0.0379
"('casp10/T0653', 88763)",casp10/T0653/chuo-repack-server_TS5.npz,383,casp10/T0653,0.3404,0.2108
"('casp10/T0653', 13317)",casp10/T0653/AOBA-server_TS2.npz,383,casp10/T0653,0.1674,0.1097
"('casp10/T0653', 33560)",casp10/T0653/Mufold-MD_TS1.npz,383,casp10/T0653,0.3466,0.2128
"('casp10/T0653', 85552)",casp10/T0653/AOBA-server_TS3.npz,383,casp10/T0653,0.1691,0.1103
"('casp10/T0653', 89802)",casp10/T0653/UGACSBL_TS1.npz,359,casp10/T0653,0.3454,0.2148
"('casp10/T0653', 73387)",casp10/T0653/MULTICOM-NOVEL_TS2.npz,383,casp10/T0653,0.3553,0.2213
"('casp10/T0653', 463)",casp10/T0653/RBO-MBS_TS1.npz,383,casp10/T0653,0.1732,0.0711
"('casp10/T0653', 107773)",casp10/T0653/Mufold-MD_TS3.npz,383,casp10/T0653,0.3568,0.218
"('casp10/T0653', 26331)",casp10/T0653/MULTICOM-CLUSTER_TS1.npz,383,casp10/T0653,0.3575,0.2206
"('casp10/T0653', 14855)",casp10/T0653/MATRIX_TS3.npz,383,casp10/T0653,0.36700000000000005,0.2206
