,Proposed,GDT_TS,target,ProQ3D,ProQ2D,ProQ3,ProQ2,VoroMQA,SBROD,Sato-3DCNN
T0980s2TS058_3,0.1593829095363617,33.06,T0980s2,0.244497,0.280019,0.284372,0.341295,0.31848000000000004,1.12197956264,0.24956057965755465
T0980s2TS407_5,0.2152884155511856,37.1,T0980s2,0.336512,0.33100599999999997,0.470691,0.506881,0.26479400000000003,1.17764738428,0.10762442648410796
T0980s2TS324_4,0.05963869765400887,35.48,T0980s2,0.305637,0.19559100000000001,0.307976,0.22266,0.150355,1.11791542565,0.0501231886446476
T0980s2TS497_2,0.05346769466996193,29.84,T0980s2,0.278395,0.170377,0.151203,0.0755793,0.0627972,1.1299634653,0.023750275373458862
T0980s2TS441_2,0.1894952952861786,33.87,T0980s2,0.32198499999999997,0.385254,0.414135,0.439183,0.310055,1.19839759776,0.09560783952474594
T0980s2TS365_4,0.08804536610841751,33.87,T0980s2,0.276952,0.216994,0.252549,0.197381,0.131685,1.16868804731,0.07515044510364532
T0980s2TS164_3,0.17790435254573822,30.64,T0980s2,0.315894,0.31764499999999996,0.376824,0.441009,0.346225,1.1721000454500001,0.33430495858192444
T0980s2TS365_3,0.12597452104091644,37.1,T0980s2,0.38355,0.19464,0.310467,0.238397,0.194181,1.11852082234,0.08639801293611526
T0980s2TS402_5,0.05853641405701637,31.45,T0980s2,0.283303,0.209157,0.21551,0.149919,0.274952,1.2309717700299998,0.2308356910943985
T0980s2TS246_2,0.05830669030547143,32.26,T0980s2,0.293204,0.148489,0.314816,0.294464,0.28679,1.21174424832,0.11076804995536804
T0980s2TS266_5,0.14949747920036316,31.45,T0980s2,0.248383,0.222009,0.134048,0.07424580000000001,0.17188299999999998,1.12779867595,0.10441854596138
T0980s2TS085_5,0.09832724183797836,30.64,T0980s2,0.172198,0.18650899999999998,0.118597,0.11833,0.181106,1.10834583533,0.14438727498054504
T0980s2TS164_1,0.09672557562589644,31.45,T0980s2,0.225481,0.146048,0.253737,0.185324,0.224848,1.1607282213099999,0.2234048992395401
T0980s2TS324_1,0.06326375156641006,33.06,T0980s2,0.289406,0.165648,0.37671,0.308141,0.192352,1.15872461009,0.04769501835107803
T0980s2TS023_3,0.17776504158973694,30.64,T0980s2,0.20611,0.169146,0.234989,0.301156,0.318348,1.1764053106799999,0.2635787129402161
T0980s2TS337_1,0.10358624160289764,30.64,T0980s2,0.335438,0.249009,0.257775,0.238625,0.22180100000000005,1.13063316869,0.10963685065507887
T0980s2TS160_2,0.10070870816707612,31.45,T0980s2,0.256362,0.26495,0.26191,0.310809,0.328658,1.16309111293,0.2577953338623047
T0980s2TS116_5,0.05586853250861168,29.03,T0980s2,0.149874,0.1251,-0.0560763,-0.08153880000000001,0.0910298,1.09800667887,0.009900808334350586
T0980s2TS023_2,0.2247582226991653,29.84,T0980s2,0.245204,0.252141,0.29680300000000004,0.337739,0.302975,1.1891373794700002,0.22465428709983826
T0980s2TS266_4,0.13227199018001554,32.26,T0980s2,0.299361,0.269658,0.275801,0.245625,0.168259,1.1733806671200002,0.12545044720172882
T0980s2TS164_4,0.11241298168897627,29.03,T0980s2,0.227956,0.19434400000000002,0.264224,0.321169,0.300421,1.1629775930500001,0.2416644096374512
T0980s2TS085_1,0.1114676147699356,31.45,T0980s2,0.22737,0.224412,0.297141,0.292555,0.271568,1.11560303521,0.18811270594596866
T0980s2TS160_4,0.06544800102710724,33.87,T0980s2,0.2128,0.20896199999999998,0.13869,0.197748,0.195814,1.13111282483,0.1930117458105088
T0980s2TS110_5,0.033849090337753296,28.23,T0980s2,0.14254,0.126315,-0.0268823,-0.00082134,0.0778486,1.18066606,0.006957906764000654
T0980s2TS246_3,0.041840828955173485,32.26,T0980s2,0.233681,0.17996900000000002,0.207773,0.13500299999999998,0.24402,1.2211162359799999,0.18283945322036746
T0980s2TS498_2,0.1032080501317978,34.68,T0980s2,0.24761999999999998,0.158345,0.303659,0.156775,0.150866,1.12734112953,0.06855268776416779
T0980s2TS145_2,0.112885981798172,32.26,T0980s2,0.25463600000000003,0.287579,0.25893,0.321281,0.230125,1.14377530493,0.2063886821269989
T0980s2TS282_5,0.06803570687770844,34.68,T0980s2,0.20308299999999999,0.139783,0.117164,-0.0204763,0.109874,1.1300428071200002,0.01717863231897354
T0980s2TS312_5,0.08199170976877213,36.29,T0980s2,0.182296,0.136598,0.00737749,-0.0629933,0.0932444,1.0843323282,0.08138278126716614
T0980s2TS488_2,0.1702253520488739,33.06,T0980s2,0.457362,0.313224,0.373415,0.32415700000000003,0.255782,1.2277731951000002,0.2821510434150696
T0980s2TS007_1,0.03988045081496239,33.06,T0980s2,0.140806,0.116178,-0.018174400000000004,-0.0950047,0.134214,1.1315585188600001,0.03098709136247635
T0980s2TS110_3,0.0368974544107914,30.64,T0980s2,0.107722,0.124365,-0.0815272,-0.0878596,0.151339,1.11695921149,0.016260471194982532
T0980s2TS498_3,0.115774005651474,33.87,T0980s2,0.338186,0.250015,0.427941,0.319303,0.153091,1.12061672435,0.06294764578342438
T0980s2TS402_3,0.07603292167186737,31.45,T0980s2,0.257769,0.215825,0.2420070000000001,0.196088,0.252722,1.2195089398299999,0.2020195871591568
T0980s2TS407_3,0.18939416110515594,34.68,T0980s2,0.35851900000000003,0.356252,0.520914,0.607137,0.325642,1.22419036886,0.1414491832256317
T0980s2TS498_5,0.10553787648677826,34.68,T0980s2,0.299971,0.16837,0.3311,0.197756,0.157707,1.15507922748,0.08516624569892882
T0980s2TS110_2,0.048135798424482346,28.23,T0980s2,0.109662,0.0922029,-0.0466405,-0.0218534,0.107149,1.11955800445,0.027510741725564003
T0980s2TS282_3,0.09828420728445053,29.03,T0980s2,0.297122,0.199228,0.287659,0.246225,0.167265,1.1200333200200001,0.052940025925636285
T0980s2TS145_1,0.19208286702632904,33.06,T0980s2,0.254744,0.22207600000000002,0.327658,0.352387,0.298923,1.20204048626,0.20141535997390747
T0980s2TS058_4,0.2012106329202652,33.06,T0980s2,0.302177,0.257864,0.43229,0.498026,0.374007,1.15688801759,0.4417396783828736
T0980s2TS261_4,0.1610080897808075,33.06,T0980s2,0.273221,0.240668,0.282405,0.302839,0.306704,1.2813673486900001,0.21773576736450195
T0980s2TS441_5,0.07266636192798615,39.52,T0980s2,0.241173,0.26405500000000004,0.208672,0.131054,0.137469,1.10308809137,0.09806020557880404
T0980s2TS041_3,0.1146768182516098,32.26,T0980s2,0.22928800000000002,0.170049,0.06788689999999999,0.0568235,0.142254,1.1062997770999998,0.04455004259943962
T0980s2TS378_1,0.08220880478620529,35.48,T0980s2,0.30048,0.27771,0.339309,0.349261,0.222614,1.1109917997399998,0.028423000127077106
T0980s2TS407_1,0.18325988948345184,31.45,T0980s2,0.30746399999999996,0.281327,0.421782,0.459244,0.28975,1.19887836937,0.12368396669626235
T0980s2TS004_1,0.05650875717401505,33.06,T0980s2,0.09848960000000001,0.12170399999999999,0.0864862,-0.00140425,0.154901,1.13689449591,0.20722636580467224
T0980s2TS164_2,0.07566995918750763,29.84,T0980s2,0.252565,0.16187,0.260297,0.31499,0.236052,1.11951722713,0.14375533163547516
T0980s2TS085_2,0.11419796943664552,34.68,T0980s2,0.257737,0.197274,0.365094,0.34665100000000004,0.311461,1.1601961471200002,0.2544795274734497
T0980s2TS497_1,0.060994260013103485,30.64,T0980s2,0.15898099999999998,0.138747,0.120628,0.08033710000000001,0.0814483,1.1383787995,0.04917559400200844
T0980s2TS221_4,0.06264204531908035,34.68,T0980s2,0.220086,0.252766,0.0739005,0.09778939999999996,0.262689,1.19565681519,0.055171750485897064
T0980s2TS221_5,0.09330601245164873,29.84,T0980s2,0.181553,0.256443,0.21494,0.2588,0.178265,1.1840378203,0.22377893328666687
T0980s2TS058_5,0.2242210954427719,33.06,T0980s2,0.261471,0.266723,0.338575,0.382367,0.364097,1.1918280718,0.4196559190750122
T0980s2TS145_5,0.09056652337312696,32.26,T0980s2,0.32616799999999996,0.281154,0.34071,0.32868,0.20942600000000008,1.15118121133,0.21458342671394348
T0980s2TS324_5,0.11952222138643265,32.26,T0980s2,0.371567,0.122912,0.326455,0.196025,0.22538200000000005,1.15059492081,0.1022600382566452
T0980s2TS145_4,0.1798451989889145,31.45,T0980s2,0.367719,0.2331820000000001,0.4920560000000001,0.415751,0.306086,1.19083464955,0.2878287732601166
T0980s2TS337_2,0.09355095773935318,36.29,T0980s2,0.41785500000000003,0.30422,0.32952600000000004,0.355044,0.166944,1.2047815660899999,0.1338532716035843
T0980s2TS145_3,0.097531758248806,34.68,T0980s2,0.20388199999999998,0.227312,0.2738,0.319572,0.235293,1.1701959479000001,0.09189649671316147
T0980s2TS282_1,0.11749354004859924,27.42,T0980s2,0.256632,0.169507,0.21589,0.157118,0.174221,1.09331880841,0.04506178945302963
T0980s2TS402_2,0.04852485656738281,30.64,T0980s2,0.238762,0.168259,0.160219,0.0175951,0.22635,1.20195575397,0.21390363574028007
T0980s2TS156_3,0.046019639819860465,33.06,T0980s2,0.192523,0.173709,0.15500799999999998,0.0955918,0.115231,1.10991886525,0.03189804404973984
T0980s2TS402_1,0.041503287851810455,30.64,T0980s2,0.273346,0.186667,0.247039,0.198102,0.255962,1.23516597403,0.27605193853378296
T0980s2TS116_1,0.1659507006406784,27.42,T0980s2,0.192894,0.221185,-0.0293378,-0.0100311,0.157621,1.10322217722,0.07508378475904465
T0980s2TS266_1,0.09410496801137924,33.87,T0980s2,0.197603,0.164292,0.107592,0.0370736,0.214101,1.13118781206,0.09259743243455887
T0980s2TS378_5,0.11562754213809967,33.87,T0980s2,0.21886599999999998,0.23733600000000002,0.186029,0.291193,0.173069,1.0759788063299998,0.036592982709407806
T0980s2TS312_4,0.0609474740922451,36.29,T0980s2,0.213673,0.165569,0.134222,0.06013250000000001,0.134185,1.15624444442,0.1139940395951271
T0980s2TS221_1,0.18839576840400696,33.87,T0980s2,0.373192,0.23744400000000002,0.458497,0.401996,0.342354,1.16936039325,0.174846351146698
T0980s2TS221_2,0.1615176796913147,33.06,T0980s2,0.303045,0.210716,0.363824,0.30536,0.352742,1.23998617421,0.194649800658226
T0980s2TS498_4,0.10533644258975984,34.68,T0980s2,0.291491,0.13532,0.280506,0.107978,0.130996,1.1356211266,0.0885801687836647
T0980s2TS266_3,0.10530651360750196,32.26,T0980s2,0.2711,0.1928,0.259801,0.25812,0.212306,1.16648356501,0.08313662558794023
T0980s2TS368_2,0.2140011042356491,33.87,T0980s2,0.376152,0.35735300000000003,0.516019,0.5290279999999999,0.334976,1.2266966339399998,0.4086215198040009
T0980s2TS124_3,0.08914852887392044,41.94,T0980s2,0.259302,0.20595700000000008,0.309194,0.281737,0.284747,1.21072188843,0.07583771646022798
T0980s2TS058_1,0.19417308270931244,32.26,T0980s2,0.254284,0.201192,0.27127,0.325989,0.294395,1.11892387595,0.2590057849884033
T0980s2TS004_2,0.05293270573019981,34.68,T0980s2,0.129657,0.148109,0.12184,0.0597179,0.16301600000000002,1.16858706036,0.15944170951843262
T0980s2TS124_1,0.07208679616451262,37.9,T0980s2,0.244864,0.166824,0.133643,0.0801331,0.135996,1.13571939646,0.07475168257951736
T0980s2TS407_2,0.23871658742427826,33.06,T0980s2,0.4946350000000001,0.37138000000000004,0.5335989999999999,0.486331,0.278927,1.18692678687,0.18078269064426425
T0980s2TS337_4,0.07266636192798615,39.52,T0980s2,0.241173,0.26405500000000004,0.208672,0.131054,0.137469,1.10308809137,0.09806020557880404
T0980s2TS497_4,0.06834307312965393,30.64,T0980s2,0.183275,0.182146,0.124574,0.034445300000000005,0.104095,1.1051796263299998,0.07988423854112625
T0980s2TS149_2,0.062435850501060486,33.87,T0980s2,0.21846999999999997,0.14161700000000002,0.0686096,0.0983228,0.149949,1.17802760073,0.09270496666431427
T0980s2TS004_3,0.13294769823551178,33.06,T0980s2,0.204301,0.190405,0.17981,0.17635,0.184279,1.11203798317,0.1719711720943451
T0980s2TS378_4,0.08024552464485167,33.06,T0980s2,0.234859,0.27655100000000005,0.267271,0.247368,0.243641,1.1358954023299999,0.04107944667339325
T0980s2TS116_2,0.16256165504455564,29.03,T0980s2,0.194827,0.142457,0.0311649,0.0530808,0.148229,1.1086097172299998,0.06916463375091553
T0980s2TS023_4,0.056048817932605736,32.26,T0980s2,0.179831,0.19034,0.201448,0.11035899999999996,0.13458399999999998,1.16570637098,0.06804904341697693
T0980s2TS488_5,0.11979920417070387,34.68,T0980s2,0.327375,0.32877399999999996,0.448003,0.415441,0.227952,1.17145045998,0.07115122675895691
T0980s2TS261_2,0.1175624653697014,31.45,T0980s2,0.256483,0.235573,0.360564,0.393275,0.24135,1.20611269096,0.3095775246620178
T0980s2TS110_4,0.021769758313894272,29.03,T0980s2,0.10840699999999999,0.0844045,-0.173782,-0.183439,0.0722648,1.11020854365,0.00626539858058095
T0980s2TS023_1,0.16187633574008942,31.45,T0980s2,0.240706,0.18967799999999999,0.272807,0.34572600000000003,0.306188,1.19829026795,0.19263440370559687
T0980s2TS221_3,0.08920218050479889,32.26,T0980s2,0.317407,0.257096,0.247599,0.229945,0.2406,1.1969924543200001,0.14815647900104525
T0980s2TS488_1,0.22846370935440066,35.48,T0980s2,0.44830699999999996,0.320054,0.503038,0.442285,0.312722,1.12547656751,0.0469803549349308
T0980s2TS124_4,0.07413115352392198,38.71,T0980s2,0.215824,0.14811400000000002,0.139878,0.0204301,0.1607,1.1241743263400001,0.06530365347862244
T0980s2TS116_4,0.10597570240497588,29.03,T0980s2,0.159945,0.153652,-0.0313214,-0.000756202,0.114847,1.10722679274,0.0366612896323204
T0980s2TS261_3,0.19912458956241608,37.1,T0980s2,0.419049,0.40829299999999996,0.443702,0.491591,0.226537,1.16465644861,0.10722100734710692
T0980s2TS243_4,0.14434446394443512,30.64,T0980s2,0.367266,0.32265900000000003,0.436144,0.477077,0.260352,1.1467969647399998,0.04922894015908241
T0980s2TS004_4,0.04881817102432251,29.84,T0980s2,0.183344,0.165795,0.147586,0.112443,0.153183,1.11697053888,0.14829958975315094
T0980s2TS497_5,0.05775163695216179,29.84,T0980s2,0.163089,0.11043299999999999,0.158301,0.0831038,0.0783792,1.11508938884,0.039347369223833084
T0980s2TS164_5,0.13985702395439148,30.64,T0980s2,0.285794,0.1912,0.340141,0.350017,0.303076,1.1796971745799998,0.2515856027603149
T0980s2TS246_1,0.04361824318766594,31.45,T0980s2,0.282056,0.223489,0.24735,0.165462,0.27452600000000005,1.20046272724,0.2507287263870239
T0980s2TS243_5,0.19553112983703613,32.26,T0980s2,0.281695,0.23939499999999997,0.390573,0.4259310000000001,0.306164,1.12742404122,0.111122265458107
T0980s2TS156_2,0.045866526663303375,33.87,T0980s2,0.151702,0.11178800000000001,0.0532332,-0.0745438,0.0983639,1.09665269859,0.041235096752643585
T0980s2TS324_2,0.07707197219133377,34.68,T0980s2,0.406485,0.23011399999999999,0.461178,0.298057,0.21688,1.15143125271,0.08171175420284271
T0980s2TS160_5,0.06125181168317795,33.87,T0980s2,0.233373,0.179814,0.254948,0.208794,0.262654,1.12511657835,0.10909844189882276
T0980s2TS261_1,0.2142605036497116,33.06,T0980s2,0.327069,0.29383200000000004,0.383007,0.357747,0.27667,1.1734678952600002,0.21054817736148834
T0980s2TS243_2,0.09262128919363022,33.87,T0980s2,0.337928,0.222215,0.272931,0.161754,0.204756,1.14100979327,0.061894647777080536
T0980s2TS149_4,0.0765037015080452,32.26,T0980s2,0.21285700000000002,0.202182,0.216604,0.17618,0.164498,1.1795401416,0.08544985204935074
T0980s2TS324_3,0.0946267545223236,33.06,T0980s2,0.304084,0.164608,0.346189,0.278463,0.209191,1.16710982266,0.06542245298624039
T0980s2TS085_3,0.06690821796655655,37.9,T0980s2,0.15259,0.13095199999999999,0.128092,0.08299069999999999,0.157125,1.17531725026,0.21771706640720367
T1011TS488_4,0.10217579454183576,11.26,T1011,0.207722,0.203615,0.269031,0.232781,0.289215,1.23018608386,0.09266584366559982
T1011TS337_2,0.3350808322429657,33.56,T1011,0.345918,0.342129,0.348962,0.352562,0.34130900000000003,1.45637448651,0.3744455575942993
T1011TS348_4,0.031834445893764496,23.31,T1011,0.0934094,0.121638,-0.0764719,-0.0530727,0.110286,0.965078489771,0.011390493251383305
T1011TS110_1,0.18250471353530884,27.76,T1011,0.280196,0.249825,0.15745399999999998,0.198588,0.230589,1.28076008979,0.19454212486743927
T1011TS085_5,0.3775232434272766,43.58,T1011,0.349454,0.368375,0.34237,0.363558,0.331568,1.4867854936000002,0.39393696188926697
T1011TS160_3,0.3460681140422821,36.71,T1011,0.391429,0.389737,0.386995,0.416085,0.357482,1.44158291554,0.3220612704753876
T1011TS243_4,0.4339146018028259,42.17,T1011,0.37601,0.393889,0.375628,0.386929,0.367181,1.4453509533700002,0.4613748490810394
T1011TS085_4,0.3385964632034302,36.43,T1011,0.410075,0.373199,0.387065,0.385618,0.339916,1.3817218067800001,0.31342288851737976
T1011TS402_4,0.35899484157562256,40.48,T1011,0.340708,0.355031,0.339525,0.368484,0.325961,1.4677159286,0.3578460812568665
T1011TS124_3,0.2514207065105438,32.04,T1011,0.268171,0.291175,0.325886,0.357027,0.355028,1.31513283948,0.21786430478096008
T1011TS368_4,0.4627231955528259,40.48,T1011,0.344526,0.403651,0.46962,0.431714,0.400843,1.41733350581,0.4960800111293793
T1011TS116_3,0.3951905369758606,39.08,T1011,0.365035,0.396115,0.375391,0.378375,0.323133,1.43871541016,0.3746507167816162
T1011TS402_3,0.3644518256187439,40.54,T1011,0.31808400000000003,0.339435,0.338588,0.361429,0.329298,1.44195991528,0.36123672127723694
T1011TS497_1,0.07338947057723999,13.91,T1011,0.236288,0.168709,0.265179,0.15195899999999998,0.184489,1.24014292409,0.07222030311822891
T1011TS348_1,0.043010011315345764,23.14,T1011,0.110075,0.122549,-0.07892719999999999,-0.0460972,0.118663,0.876364417792,0.010492337867617607
T1011TS116_1,0.3570687472820282,40.26,T1011,0.370889,0.394206,0.389887,0.381482,0.331939,1.40840710361,0.3537355959415436
T1011TS368_1,0.4596761763095856,43.13,T1011,0.355208,0.420165,0.472123,0.438526,0.395721,1.42820916803,0.4711967706680298
T1011TS160_1,0.34755274653434753,39.47,T1011,0.406056,0.407269,0.413888,0.405845,0.33382,1.5000412954,0.3152115345001221
T1011TS266_1,0.4293771684169769,47.41,T1011,0.362047,0.383772,0.378286,0.379367,0.363156,1.41806727114,0.4471204578876496
T1011TS246_3,0.4243748486042023,42.91,T1011,0.364025,0.391965,0.388276,0.380893,0.351105,1.45537891961,0.44622376561164856
T1011TS498_4,0.4349434077739716,44.76,T1011,0.407177,0.394089,0.434014,0.4195140000000001,0.360355,1.46058738012,0.4432671070098877
T1011TS324_4,0.3557734191417694,42.96,T1011,0.430602,0.3643050000000001,0.362765,0.375203,0.303097,1.5444155466999998,0.33686307072639465
T1011TS004_2,0.4261715412139893,39.7,T1011,0.360244,0.34641,0.356248,0.354111,0.366978,1.37491779745,0.4375397264957428
T1011TS164_2,0.36356768012046814,36.66,T1011,0.399801,0.38916,0.402504,0.403975,0.328284,1.44831316122,0.3287084102630615
T1011TS488_3,0.26865339279174805,32.77,T1011,0.25458600000000003,0.276225,0.363046,0.328313,0.36023,1.46823328326,0.2495210319757461
T1011TS221_5,0.4243511557579041,45.21,T1011,0.387977,0.390285,0.396384,0.4178520000000001,0.379299,1.45106896305,0.4669192433357239
T1011TS058_4,0.4381730556488037,42.12,T1011,0.378822,0.391505,0.378594,0.371207,0.357669,1.40420759273,0.4503338038921356
T1011TS221_1,0.41866177320480347,44.14,T1011,0.293205,0.365196,0.35409,0.371776,0.382728,1.4990689586200001,0.451787531375885
T1011TS312_3,0.09929358959197998,14.02,T1011,0.255442,0.259353,0.290394,0.2583,0.213995,1.35917600049,0.058204345405101776
T1011TS156_3,0.42414912581443787,45.72,T1011,0.324073,0.400333,0.395705,0.4217,0.375975,1.4765795478600001,0.4225086867809296
T1011TS441_5,0.3030246496200561,37.95,T1011,0.325795,0.351672,0.310058,0.327467,0.308341,1.44477316572,0.2888779640197754
T1011TS058_2,0.4264528155326843,42.23,T1011,0.384039,0.418735,0.385415,0.402997,0.361034,1.41429253368,0.4444986283779144
T1011TS160_2,0.3538427948951721,36.49,T1011,0.40667,0.392369,0.387885,0.396279,0.350177,1.44293719794,0.3197058737277985
T1011TS085_1,0.3598431646823883,37.05,T1011,0.364981,0.347438,0.364839,0.371465,0.33000300000000005,1.3858528237,0.3825878500938416
T1011TS041_3,0.053071416914463036,12.22,T1011,0.18237,0.16233699999999998,0.144128,0.17973,0.183297,1.17061650875,0.05260151252150536
T1011TS156_5,0.4140607714653015,45.78,T1011,0.352172,0.4099930000000001,0.405302,0.416533,0.390521,1.4558916852500001,0.4150456190109253
T1011TS243_1,0.4408186078071594,42.51,T1011,0.394567,0.412663,0.411028,0.405937,0.360588,1.4372737353799998,0.4654341042041778
T1011TS124_2,0.2802474796772003,33.39,T1011,0.305625,0.348485,0.370751,0.396414,0.357879,1.3711313189899998,0.24927972257137296
T1011TS023_4,0.4339146018028259,42.17,T1011,0.37601,0.393889,0.375628,0.386929,0.367181,1.4453509533700002,0.4613748490810394
T1011TS156_2,0.4261248707771301,45.49,T1011,0.314432,0.376678,0.378242,0.396312,0.379741,1.4727001920299998,0.442376971244812
